,0,1,2,3,4,5,6,7
801,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
802,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
803,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
804,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
805,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,,
806,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
807,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
808,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,
809,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
810,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
811,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
812,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
813,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Hungarian', 'iso_639_1': 'hu', 'name': 'Magyar'}","{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}",,,,,
814,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
815,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
816,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
817,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
818,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}",,,,,,
819,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
820,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}",,,,,,
821,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
822,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
823,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
824,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
825,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
826,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
827,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,
828,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
829,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
830,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",,,,,
831,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
832,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
833,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
834,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}",,,,,,
835,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
836,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
837,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,
838,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
839,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
840,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
841,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
842,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
843,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
844,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
845,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
846,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
847,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,
848,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
849,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
850,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
851,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
852,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
853,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
854,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,,,
855,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
856,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'Guarani', 'iso_639_1': 'gn', 'name': ''}",,,,,,
857,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
858,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
859,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
860,"{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}",,,,,,,
861,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
862,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
863,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
864,"{'english_name': 'Danish', 'iso_639_1': 'da', 'name': 'Dansk'}","{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",,,,,
865,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
866,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
867,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
868,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
869,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,
870,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
871,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,
872,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
873,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
874,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
875,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
876,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
877,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
878,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
879,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
880,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
881,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
882,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
883,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
884,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
885,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
886,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
887,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
888,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,,
889,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
890,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
891,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
892,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
893,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}",,,,,,
894,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
895,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,
896,"{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,
897,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
898,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}","{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}",,,,,
899,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
900,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
901,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
902,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
903,"{'english_name': 'Welsh', 'iso_639_1': 'cy', 'name': 'Cymraeg'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
904,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
905,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
906,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Portuguese', 'iso_639_1': 'pt', 'name': 'Português'}",,,,,,
907,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
908,"{'english_name': 'Indonesian', 'iso_639_1': 'id', 'name': 'Bahasa indonesia'}",,,,,,,
909,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
910,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,,
911,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
912,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
913,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
914,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
915,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,
916,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,
917,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
918,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
919,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
920,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
921,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
922,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
923,"{'english_name': 'Cantonese', 'iso_639_1': 'cn', 'name': '广州话 / 廣州話'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,
924,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
925,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
926,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
927,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
928,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
929,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
930,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}",,,,,,
931,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
932,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
933,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
934,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
935,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}",,,,,
936,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
937,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
938,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
939,"{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}",,,,,,,
940,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
941,"{'english_name': 'Italian', 'iso_639_1': 'it', 'name': 'Italiano'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
942,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
943,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
944,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
945,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
946,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
947,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
948,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
949,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
950,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Thai', 'iso_639_1': 'th', 'name': 'ภาษาไทย'}",,,,,,
951,"{'english_name': 'German', 'iso_639_1': 'de', 'name': 'Deutsch'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
952,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Romanian', 'iso_639_1': 'ro', 'name': 'Română'}",,,,,,
953,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
954,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
955,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
956,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
957,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
958,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
959,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
960,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
961,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}",,,,
962,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
963,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
964,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
965,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
966,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
967,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
968,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}",,,,,
969,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
970,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
971,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
972,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
973,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
974,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
975,"{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
976,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
977,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
978,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
979,"{'english_name': 'Japanese', 'iso_639_1': 'ja', 'name': '日本語'}",,,,,,,
980,"{'english_name': 'Norwegian', 'iso_639_1': 'no', 'name': 'Norsk'}",,,,,,,
981,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
982,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
983,"{'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}","{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,
984,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
985,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
986,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
987,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
988,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
989,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
990,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}",,,,,,
991,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
992,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
993,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}","{'english_name': 'Arabic', 'iso_639_1': 'ar', 'name': 'العربية'}","{'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}","{'english_name': 'Korean', 'iso_639_1': 'ko', 'name': '한국어/조선말'}","{'english_name': 'Latin', 'iso_639_1': 'la', 'name': 'Latin'}",,,
994,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
995,"{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}",,,,,,,
